age,age_onset,birthplace,filename,,male,61,usa,FALSE,english,578,
23,7,"moscow, russia",russian9,,male,941,israel,FALSE,hebrew,9,
45,16,"byumba, rwanda",rwanda1,,male,1074,israel,FALSE,hebrew,9,
52,7,"riverside, small malaita, solomon islands",sa'a1,,male,1725,israel,FALSE,hebrew,9,
35,11,"zofingen, switzerland",sardinian1,,female,209,hungary,FALSE,hungarian,9,
21,10,"ndjamena, chad",sarua1,,female,210,romania,FALSE,hungarian,9,
41,6,"satawal island, yap state, federated states of micronesia",satawalese1,,male,211,romania,FALSE,hungarian,9,
30,6,"satawal island, yap state, federated states of micronesia",satawalese2,,male,594,hungary,FALSE,hungarian,9,
47,47,"bosanska krupa, bosnia",serbian1,,female,846,hungary,FALSE,hungarian,9,
25,7,"belgrade, serbia",serbian10,,female,880,hungary,FALSE,hungarian,9,
26,14,"belgrade, serbia",serbian11,,female,1139,hungary,FALSE,hungarian,9,
25,11,"vranje, serbia",serbian12,,female,1298,hungary,FALSE,hungarian,9,
25,11,"teslic, bosnia and herzegovina",serbian13,,male,2018,hungary,FALSE,hungarian,9,
26,20,"podgorica, montenegro",serbian14,,male,234,tanzania,FALSE,kiswahili,9,
26,15,"tuzla, bosnia and herzegovina",serbian15,,male,235,tanzania,FALSE,kiswahili,9,
33,9,"belgrade, serbia",serbian16,,male,236,kenya,FALSE,kiswahili,9,
29,10,"belgrade, serbia",serbian17,,male,237,democratic republic of congo,FALSE,kiswahili,9,
22,11,"belgrade, serbia",serbian18,,female,877,tanzania,FALSE,kiswahili,9,
36,15,"zrenjanin, serbia, yugoslavia",serbian2,,female,887,tanzania,FALSE,kiswahili,9,
25,7,"belgrade, serbia",serbian3,,female,934,tanzania,FALSE,kiswahili,9,
27,15,"velika plana, serbia",serbian4,,female,1041,kenya,FALSE,kiswahili,9,
35,6,"belgrade, serbia",serbian5,,male,1146,tanzania,FALSE,kiswahili,9,
33,12,"kraljevo, serbia",serbian6,,female,267,mongolia,FALSE,mongolian,9,
31,7,"belgrade, serbia",serbian7,,male,268,mongolia,FALSE,mongolian,9,
44,20,"kraljevo, serbia",serbian8,,male,762,mongolia,FALSE,mongolian,9,
31,9,"kragujevac, serbia",serbian9,,male,1024,mongolia,FALSE,mongolian,9,
39,18,"fatick, senegal",serer1,,male,1135,bulgaria,FALSE,mongolian,9,
52,6,"maseru, lesotho",sesotho1,,female,1199,mongolia,FALSE,mongolian,9,
34,16,"taunggyi, myanmar",shan1,,female,1811,mongolia,FALSE,mongolian,9,
42,12,"malakal, sudan",shilluk1,,male,1842,china,FALSE,mongolian,9,
30,5,"bulawayo, zimbabwe",shona1,,male,1896,russia,FALSE,mongolian,9,
20,6,"harare, zimbabwe",shona2,,female,24,armenia,FALSE,armenian,8,
77,23,"fiumedinisi, sicily",sicilian1,,female,435,iran,FALSE,armenian,8,
26,8,"karachi, pakistan",sindhi1,,female,849,armenia,FALSE,armenian,8,
55,18,"colombo, sri lanka",sinhala6,,female,947,republic of georgia,FALSE,armenian,8,
33,4,"colombo, sri lanka",sinhalese1,,female,997,armenia,FALSE,armenian,8,
25,14,"kosice, slovak republic",slovak1,,male,1228,russia,FALSE,armenian,8,
23,17,"piestany, slovak republic",slovak2,,male,1505,iran,FALSE,armenian,8,
51,16,"nitra, slovak republic",slovak3,,female,1710,armenia,FALSE,armenian,8,
20,15,"bratislava, slovakia",slovak4,,female,477,croatia,FALSE,croatian,8,
32,11,"povazska bystrika, slovakia",slovak5,,female,561,bosnia and herzegovina,FALSE,croatian,8,
25,6,"slovenj gradec, slovenia",slovenian1,,female,661,croatia,FALSE,croatian,8,
20,4,"ljubljana, slovenia",slovenian2,,male,950,croatia,FALSE,croatian,8,
26,24,"mogadishu, somalia",somali1,,female,1063,bosnia and herzegovina,FALSE,croatian,8,
59,8,"erigavo, somalia",somali2,,female,1083,bosnia and herzegovina,FALSE,croatian,8,
50,10,"borama, somalia",somali3,,female,1556,croatia,FALSE,croatian,8,
25,7,"mogadishu, somalia",somali4,,male,1983,croatia,FALSE,croatian,8,
39,18,"mogadishu, somalia",somali5,,female,54,denmark,FALSE,danish,8,
32,17,"hargeysa, somalia",somali6,,female,55,denmark,FALSE,danish,8,
24,17,"caracas, venezuela",spanish1,,female,1367,denmark,FALSE,danish,8,
48,47,"san luis de la reina, el salvador",spanish10,,female,1434,denmark,FALSE,danish,8,
30,26,"iquitos, peru",spanish100,,female,1573,denmark,FALSE,danish,8,
39,19,"la union, el salvador",spanish101,,male,1577,denmark,FALSE,danish,8,
31,26,"cochabamba, bolivia",spanish102,,male,1717,denmark,FALSE,danish,8,
46,15,"san miguel, el salvador",spanish103,,female,1746,denmark,FALSE,danish,8,
28,20,"san miguel, el salvador",spanish104,,female,177,finland,FALSE,finnish,8,
41,10,"jerez de la frontera, spain",spanish105,,male,178,finland,FALSE,finnish,8,
21,5,"lima, peru",spanish106,,female,699,finland,FALSE,finnish,8,
36,14,"san salvador, el salvador",spanish107,,female,700,finland,FALSE,finnish,8,
36,24,"medellin, colombia",spanish108,,male,873,canada,FALSE,finnish,8,
21,16,"maracay, venezuela",spanish109,,female,1221,finland,FALSE,finnish,8,
49,28,"lima, peru",spanish11,,female,1939,finland,FALSE,finnish,8,
20,18,"caracas, venezuela",spanish110,,female,2145,finland,FALSE,finnish,8,
55,33,"santiago, chile",spanish111,,male,213,indonesia,FALSE,indonesian,8,
25,15,"la paz, bolivia",spanish112,,male,214,indonesia,FALSE,indonesian,8,
19,8,"cochabamba, bolivia",spanish113,,female,215,indonesia,FALSE,indonesian,8,
22,8,"seville, spain",spanish114,,female,216,indonesia,FALSE,indonesian,8,
58,8,"la paz, bolivia",spanish115,,male,1054,indonesia,FALSE,indonesian,8,
37,6,"bogota, colombia",spanish116,,male,1309,indonesia,FALSE,indonesian,8,
46,12,"madrid, spain",spanish117,,female,1496,indonesia,FALSE,indonesian,8,
48,13,"monterrey, mexico",spanish118,,male,1775,indonesia,FALSE,indonesian,8,
40,11,"madrid, spain",spanish119,,female,363,taiwan,FALSE,taiwanese,8,
25,8,"oviedo, spain",spanish12,,female,364,taiwan,FALSE,taiwanese,8,
25,2,"bogota, colombia",spanish120,,female,365,taiwan,FALSE,taiwanese,8,
34,21,"pasaquina, el salvador",spanish121,,female,366,taiwan,FALSE,taiwanese,8,
26,10,"toluca, mexico",spanish122,,male,481,taiwan,FALSE,taiwanese,8,
57,14,"ilbague, colombia",spanish123,,female,828,taiwan,FALSE,taiwanese,8,
22,5,"santa cruz, bolivia",spanish124,,famale,1864,taiwan,FALSE,taiwanese,8,
23,9,"lima, peru",spanish125,,female,2136,taiwan,FALSE,taiwanese,8,
54,5,"colon, panama",spanish126,,female,377,ethiopia,FALSE,tigrigna,8,
34,19,"san salvador, el salvador",spanish127,,female,378,eritrea,FALSE,tigrigna,8,
30,7,"lima, peru",spanish128,,male,379,eritrea,FALSE,tigrigna,8,
47,30,"havana, cuba",spanish129,,female,588,eritrea,FALSE,tigrigna,8,
29,11,"duitama, colombia",spanish13,,male,1107,eritrea,FALSE,tigrigna,8,
27,21,"guayaquil, ecuador",spanish130,,female,1151,ethiopia,FALSE,tigrigna,8,
56,25,"havana, cuba",spanish131,,female,1855,eritrea,FALSE,tigrigna,8,
50,15,"rio piedras, puerto rico",spanish132,,male,2054,eritrea,FALSE,tigrigna,8,
38,19,"cochabamba, bolivia",spanish133,,female,230,cambodia,FALSE,khmer,7,
41,13,"la union, el salvador",spanish134,,male,231,cambodia,FALSE,khmer,7,
41,22,"santiago de cuba, cuba",spanish135,,male,232,cambodia,FALSE,khmer,7,
49,8,"santiago, chile",spanish136,,male,1087,cambodia,FALSE,khmer,7,
24,21,"santa ana, el salvador",spanish137,,male,1609,cambodia,FALSE,khmer,7,
24,16,"san miguel, el salvador",spanish138,,female,1669,australia,FALSE,khmer,7,
50,38,"guatemala city, guatemala",spanish139,,male,1911,cambodia,FALSE,khmer,7,
34,15,"pereira, colombia",spanish14,,male,1165,haiti,TRUE,haitian,6,
37,31,"cochabamba, bolivia",spanish140,,male,1166,haiti,TRUE,haitian,6,
24,12,"la union, el salvador",spanish141,,male,1167,haiti,TRUE,haitian,6,
59,8,"san salvador, el salvador",spanish142,,male,1168,haiti,TRUE,haitian,6,
45,6,"oviedo, spain",spanish143,,female,1169,haiti,TRUE,haitian,6,
33,23,"florencia, zacatecas, mexico",spanish144,,female,1866,haiti,TRUE,haitian,6,
37,21,"florencia, zacatecas, mexico",spanish145,,male,579,ghana,FALSE,ga,6,
25,18,"las palmas, oaxaca, mexico",spanish146,,female,974,ghana,FALSE,ga,6,
26,15,"puerto_cabezas, nicaragua",spanish147,,female,976,ghana,FALSE,ga,6,
19,11,"la ceiba, honduras",spanish148,,male,1150,ghana,FALSE,ga,6,
23,22,"bilwi, puerto cabezas, nicaragua",spanish149,,male,1796,ghana,FALSE,ga,6,
54,4,"san juan, puerto rico",spanish15,,female,2122,ghana,FALSE,ga,6,
18,13,"bilwi, puerto cabezas, nicaragua",spanish150,,female,245,sierra leone,FALSE,krio,6,
58,50,"bilwas karma, rio coco, nicaragua",spanish151,,male,431,sierra leone,FALSE,krio,6,
51,25,"barcelona, spain",spanish152,,female,1095,sierra leone,FALSE,krio,6,
21,10,"bogota, colombia",spanish153,,female,1106,sierra leone,FALSE,krio,6,
30,4,"montevideo, uruguay",spanish154,,male,1140,sierra leone,FALSE,krio,6,
27,9,"lima, peru",spanish155,,female,2031,sierra leone,FALSE,krio,6,
65,8,"montevideo, uruguay",spanish156,,female,251,lithuania,FALSE,lithuanian,6,
19,3,"mexico city, mexico",spanish157,,female,459,lithuania,FALSE,lithuanian,6,
54,37,"santurce, puerto rico",spanish158,,female,596,lithuania,FALSE,lithuanian,6,
29,21,"san salvador, el salvador",spanish159,,female,816,lithuania,FALSE,lithuanian,6,
44,25,"buenos aires, argentina",spanish16,,female,1267,lithuania,FALSE,lithuanian,6,
20,7,"bogota, colombia",spanish160,,female,1465,lithuania,FALSE,lithuanian,6,
56,32,"leon, nicaragua",spanish161,,female,272,norway,FALSE,norwegian,6,
28,5,"mexico city, mexico",spanish162,,female,273,norway,FALSE,norwegian,6,
22,9,"puebla, mexico",spanish17,,male,274,norway,FALSE,norwegian,6,
22,17,"la paz, bolivia",spanish18,,male,562,norway,FALSE,norwegian,6,
25,17,"havana, cuba",spanish19,,female,697,norway,FALSE,norwegian,6,
20,12,"puerto la cruz, venezuela",spanish2,,male,1211,norway,FALSE,norwegian,6,
45,30,"managua, nicaragua",spanish20,,female,322,somalia,FALSE,somali,6,
25,18,"santiago, chile",spanish21,,male,577,somalia,FALSE,somali,6,
32,11,"madrid, spain",spanish22,,female,600,somalia,FALSE,somali,6,
22,7,"santiago, chile",spanish23,,female,1147,somalia,FALSE,somali,6,
27,5,"mexico city, mexico",spanish24,,male,1148,somalia,FALSE,somali,6,
26,21,"san jose, costa rica",spanish25,,male,1149,somalia,FALSE,somali,6,
18,6,"burgos, spain",spanish26,,male,367,sri lanka,FALSE,tamil,6,
34,14,"zaragoza, spain",spanish27,,female,429,india,FALSE,tamil,6,
20,18,"san miguel, el salvador",spanish28,,male,531,india,FALSE,tamil,6,
18,10,"maracaibo, zulia, venezuela",spanish29,,female,1647,sri lanka,FALSE,tamil,6,
17,16,"bogota, colombia",spanish3,,female,1723,india,FALSE,tamil,6,
18,5,"buenos aires, argentina",spanish30,,female,2076,india,FALSE,tamil,6,
31,7,"guayaquil, ecuador",spanish31,,male,402,senegal,FALSE,wolof,6,
26,22,"santa cruz, bolivia",spanish32,,male,403,senegal,FALSE,wolof,6,
18,15,"caracas, venezuela",spanish33,,female,781,senegal,FALSE,wolof,6,
28,11,"cartagena, spain",spanish34,,female,782,senegal,FALSE,wolof,6,
28,17,"mexico city, mexico",spanish35,,female,783,senegal,FALSE,wolof,6,
27,25,"montevideo, uruguay",spanish36,,male,1787,senegal,FALSE,wolof,6,
50,17,"tegucigalpa, honduras",spanish37,,female,318,sri lanka,TRUE,sinhalese,5,
53,13,"tegucigalpa, honduras",spanish38,,female,461,sri lanka,TRUE,sinhalese,5,
20,3,"pamplona, spain",spanish39,,male,993,sri lanka,TRUE,sinhalese,5,
21,17,"cabanas, el salvador",spanish4,,female,1789,sri lanka,TRUE,sinhalese,5,
20,6,"cartago, costa rica",spanish40,,male,493,switzerland,TRUE,swiss,5,
25,6,"bonao, dominican republic",spanish41,,female,682,switzerland,TRUE,swiss,5,
80,18,"bogota, colombia",spanish42,,male,853,switzerland,TRUE,swiss,5,
43,16,"santiago-dr, dominican republic",spanish43,,male,1485,switzerland,TRUE,swiss,5,
37,4,"la romana, dominican republic",spanish44,,male,1968,switzerland,TRUE,swiss,5,
47,12,"santiago-dr, dominican republic",spanish45,,female,1,south africa,FALSE,afrikaans,5,
33,14,"santo domingo, dominican republic",spanish46,,male,2,south africa,FALSE,afrikaans,5,
25,12,"santo domingo, dominican republic",spanish47,,male,418,south africa,FALSE,afrikaans,5,
21,6,"bilbao, spain",spanish48,,male,1159,south africa,FALSE,afrikaans,5,
31,6,"tandil, argentina",spanish49,,male,1432,south africa,FALSE,afrikaans,5,
52,13,"bogota, colombia",spanish5,,female,29,mali,FALSE,bambara,5,
27,15,"santo domingo, dominican republic",spanish50,,female,30,mali,FALSE,bambara,5,
20,6,"caguas, puerto rico",spanish51,,male,413,mali,FALSE,bambara,5,
29,21,"popayan, cauca, colombia",spanish52,,male,787,senegal,FALSE,bambara,5,
33,6,"bogota, colombia",spanish53,,female,969,mali,FALSE,bambara,5,
25,18,"vina del mar, chile",spanish54,,female,56,afghanistan,FALSE,dari,5,
36,9,"tandil, argentina",spanish55,,male,642,afghanistan,FALSE,dari,5,
22,8,"monterrey, mexico",spanish56,,male,968,afghanistan,FALSE,dari,5,
33,11,"montevideo, uruguay",spanish57,,male,1754,afghanistan,FALSE,dari,5,
31,18,"bogota, colombia",spanish58,,female,1868,afghanistan,FALSE,dari,5,
31,5,"mayaguez, puerto rico",spanish59,,female,188,republic of georgia,FALSE,georgian,5,
20,19,"lima, peru",spanish6,,female,463,republic of georgia,FALSE,georgian,5,
18,9,"santiago-dr, dominican republic",spanish60,,male,713,republic of georgia,FALSE,georgian,5,
67,39,"azuaga, spain",spanish61,,male,721,republic of georgia,FALSE,georgian,5,
63,19,"buenos aires, argentina",spanish62,,male,1059,republic of georgia,FALSE,georgian,5,
32,10,"la coruna, spain",spanish63,,female,254,malaysia,FALSE,malay,5,
28,12,"medellin, colombia",spanish64,,male,1194,malaysia,FALSE,malay,5,
32,12,"barranquilla, colombia",spanish65,,female,1497,malaysia,FALSE,malay,5,
30,12,"san salvador, el salvador",spanish66,,female,1503,malaysia,FALSE,malay,5,
48,14,"santa marta, colombia",spanish67,,male,1670,malaysia,FALSE,malay,5,
27,14,"san fernando, chile",spanish68,,female,317,sri lanka,FALSE,sinhalese,5,
20,7,"caracas, venezuela",spanish69,,female,319,slovak republic,FALSE,slovak,5,
21,20,"bogota, colombia",spanish7,,female,320,slovak republic,FALSE,slovak,5,
30,10,"bogota, colombia",spanish70,,female,321,slovak republic,FALSE,slovak,5,
24,6,"rosario, argentina",spanish71,,female,1178,slovakia,FALSE,slovak,5,
20,5,"miami, florida, usa",spanish72,,female,1366,slovakia,FALSE,slovak,5,
19,15,"merida, venezuela",spanish73,,female,388,ghana,FALSE,twi,5,
44,14,"zaragoza, spain",spanish74,,male,389,ghana,FALSE,twi,5,
28,5,"lima, peru",spanish75,,female,1779,ghana,FALSE,twi,5,
27,10,"la paz, bolivia",spanish76,,male,2001,usa,FALSE,twi,5,
45,13,"jalisco, mexico",spanish77,,male,2138,ghana,FALSE,twi,5,
55,5,"lima, peru",spanish78,,male,404,france,FALSE,yiddish,5,
70,22,"lamas, peru",spanish79,,female,405,canada,FALSE,yiddish,5,
21,12,"san salvador, el salvador",spanish8,,male,1161,usa,FALSE,yiddish,5,
77,75,"bogota, colombia",spanish80,,female,1164,austria,FALSE,yiddish,5,
63,7,"san juan, puerto rico",spanish81,,female,1170,lithuania,FALSE,yiddish,5,
49,14,"la paz, bolivia",spanish82,,male,414,benin,FALSE,yoruba,5,
48,14,"la paz, bolivia",spanish83,,female,756,nigeria,FALSE,yoruba,5,
19,4,"buenos aires, argentina",spanish84,,female,766,nigeria,FALSE,yoruba,5,
44,6,"buenos aires, argentina",spanish85,,male,851,nigeria,FALSE,yoruba,5,
23,4,"buenos aires, argentina",spanish86,,female,2023,nigeria,FALSE,yoruba,5,
55,9,"la paz, bolivia",spanish87,,male,2092,nicaragua,TRUE,nicaragua,4,
53,25,"la paz, bolivia",spanish88,,male,2095,nicaragua,TRUE,nicaragua,4,
22,13,"monterrey, mexico",spanish89,,male,2097,nicaragua,TRUE,nicaragua,4,
20,17,"araure, venezuela",spanish9,,male,51,spain,FALSE,catalan,4,
23,3,"caracas, venezuela",spanish90,,male,598,spain,FALSE,catalan,4,
20,7,"caracas, venezuela",spanish91,,female,1186,chile,FALSE,catalan,4,
54,9,"cardenas, cuba",spanish92,,female,1414,spain,FALSE,catalan,4,
29,18,"santa rosa, honduras",spanish93,,male,591,estonia,FALSE,estonian,4,
19,6,"bogota, colombia",spanish94,,male,1313,estonia,FALSE,estonian,4,
31,21,"juarez, mexico",spanish95,,male,1776,estonia,FALSE,estonian,4,
29,12,"arequipa, peru",spanish96,,female,1867,estonia,FALSE,estonian,4,
52,19,"bogota, colombia",spanish97,,male,466,kenya,FALSE,kikuyu,4,
34,29,"veracruz, mexico",spanish98,,male,1155,kenya,FALSE,kikuyu,4,
20,4,"lima, peru",spanish99,,female,1156,kenya,FALSE,kikuyu,4,
37,15,"kuningan, indonesia",sundanese1,,female,1790,kenya,FALSE,kikuyu,4,
24,18,"conakry, guinea",susu1,,male,255,india,FALSE,malayalam,4,
56,11,"solna, sweden",swedish1,,female,592,india,FALSE,malayalam,4,
19,9,"lidkoping, sweden",swedish10,,female,1780,india,FALSE,malayalam,4,
36,10,"espoo, finland",swedish11,,female,1857,united arab emirates,FALSE,malayalam,4,
23,7,"malmo, sweden",swedish12,,male,2084,nicaragua,FALSE,nicaragua,4,
28,10,"umea, sweden",swedish13,,male,355,,FALSE,synthesized,4,
23,9,"vetlanda, sweden",swedish14,,female,356,,FALSE,synthesized,4,
22,12,"stokholm, sweden",swedish15,,female,357,,FALSE,synthesized,4,
39,11,"goteborg, sweden",swedish16,,male,358,,FALSE,synthesized,4,
20,8,"farjestaden, sweden",swedish17,,female,393,uzbekistan,FALSE,uzbek,4,
42,8,"lulea, sweden",swedish18,,female,394,afghanistan,FALSE,uzbek,4,
50,12,"ekenas, finland",swedish19,,male,646,uzbekistan,FALSE,uzbek,4,
20,10,"uppsala, sweden",swedish2,,female,2126,uzbekistan,FALSE,uzbek,4,
31,7,"karlstad, sweden",swedish20,,male,819,belgium,FALSE,vlaams,4,
24,10,"stockholm, sweden",swedish3,,female,1472,belgium,FALSE,vlaams,4,
22,10,"lulea, sweden",swedish4,,female,1478,belgium,FALSE,vlaams,4,
18,13,"goteborg, sweden",swedish5,,female,1638,belgium,FALSE,vlaams,4,
26,7,"goteborg, sweden",swedish6,,female,208,taiwan,FALSE,xiang,4,
21,11,"sollentuna, sweden",swedish7,,male,1417,china,FALSE,xiang,4,
22,10,"helsinki, finland",swedish8,,male,1522,china,FALSE,xiang,4,
20,10,"uddevalla, sweden",swedish9,,female,2163,china,FALSE,xiang,4,
54,17,"sylhet, bangladesh",sylheti1,,male,967,jamaica,TRUE,jamaican,3,
0,0,,synthesized1,,male,1540,jamaica,TRUE,jamaican,3,
0,0,,synthesized2,,female,1944,jamaica,TRUE,jamaican,3,
0,0,,synthesized3,,male,25,azerbaijan,FALSE,azerbaijani,3,
0,0,,synthesized4,,female,434,azerbaijan,FALSE,azerbaijani,3,
18,10,"manila, philippines",tagalog1,,male,1791,azerbaijan,FALSE,azerbaijani,3,
39,6,"manila, philippines",tagalog10,,male,417,belarus,FALSE,belarusan,3,
59,11,"manila, philippines",tagalog11,,female,650,belarus,FALSE,belarusan,3,
33,5,"legaspi, philippines",tagalog12,,male,2166,belarus,FALSE,belarusan,3,
76,7,"manila, philippines",tagalog13,,male,167,ghana,FALSE,fanti,3,
47,17,"legaspi, philippines",tagalog14,,female,1511,ghana,FALSE,fanti,3,
35,1,"manila, philippines",tagalog15,,female,1863,ghana,FALSE,fanti,3,
20,4.5,"san pedro laguna, philippines",tagalog16,,male,655,fiji,FALSE,fijian,3,
21,6,"alexandria, virginia, usa",tagalog17,,female,656,fiji,FALSE,fijian,3,
77,8,"manila, philippines",tagalog18,,female,657,fiji,FALSE,fijian,3,
21,7,"urdaneta, luzon, philippines",tagalog2,,male,1184,nigeria,FALSE,ibibio,3,
19,1,"honiara, guadalcanal, solomon islands",tagalog3,,female,1185,nigeria,FALSE,ibibio,3,
48,7,"san fernando, la union, philippines",tagalog4,,male,1691,nigeria,FALSE,ibibio,3,
42,5,"tarlac city, philippines",tagalog5,,male,422,iceland,FALSE,icelandic,3,
20,4,"quezon city, philippines",tagalog6,,female,665,iceland,FALSE,icelandic,3,
60,6,"manila, philippines",tagalog7,,female,814,iceland,FALSE,icelandic,3,
62,7,"cabanatuan city, philippines",tagalog8,,female,212,nigeria,FALSE,igbo,3,
48,7,"manila, philippines",tagalog9,,male,760,nigeria,FALSE,igbo,3,
21,7,"taishan, guangdong, china",taishan1,,male,1040,nigeria,FALSE,igbo,3,
36,13,"ping tung, taiwan",taiwanese1,,male,978,ethiopia,FALSE,kambaata,3,
24,17,"taipei, taiwan",taiwanese2,,male,1002,ethiopia,FALSE,kambaata,3,
30,13,"tainan, taiwan",taiwanese3,,male,1033,ethiopia,FALSE,kambaata,3,
45,21,"kao-hsiung, taiwan",taiwanese4,,male,229,kazakhstan,FALSE,kazakh,3,
27,15,"tainan, taiwan",taiwanese5,,male,1234,kazakhstan,FALSE,kazakh,3,
33,13,"tai chung, taiwan",taiwanese6,,female,1763,kazakhstan,FALSE,kazakh,3,
65,35,"taipei, taiwan",taiwanese7,,female,248,laos,FALSE,lao,3,
54,13,"tainan, taiwan",taiwanese8,,female,249,,FALSE,lao,3,
19,7,"khujand, tajikistan",tajiki1,,male,2007,laos,FALSE,lao,3,
19,12,"khujand, tajikistan",tajiki2,,female,250,latvia,FALSE,latvian,3,
19,10,"khujand, tajikistan",tajiki3,,female,964,latvia,FALSE,latvian,3,
39,7,"colombo, sri lanka",tamil1,,female,1845,latvia,FALSE,latvian,3,
35,4,"madras, tamil nadu, india",tamil2,,female,264,india,FALSE,marathi,3,
26,10,"chennai, india",tamil3,,male,265,india,FALSE,marathi,3,
58,3,"colombo, sri lanka",tamil4,,male,837,india,FALSE,marathi,3,
36,5,"coimbatore, tamil nadu, india",tamil5,,male,436,liberia,FALSE,mende,3,
47,6,"bangalore, karnataka, india",tamil6,,female,603,sierra leone,FALSE,mende,3,
29,10,"kargali, tatarstan, russia",tatar1,,male,1986,sierra leone,FALSE,mende,3,
31,6,"kadapa, india",telugu1,,female,275,ethiopia,FALSE,oromo,3,
18,6,"guntur, andhra pradesh, india",telugu2,,male,1042,ethiopia,FALSE,oromo,3,
21,10,"kono, sierra leone",temne1,,female,1152,ethiopia,FALSE,oromo,3,
59,8,"guangdong province, guangdong, china",teochew1,,female,778,senegal,FALSE,pulaar,3,
25,10,"khon kaen, thailand",thai1,,male,779,senegal,FALSE,pulaar,3,
30,6,"bangkok, thailand",thai10,,male,786,senegal,FALSE,pulaar,3,
18,13,"bang na, thailand",thai11,,male,2110,tajikistan,FALSE,tajiki,3,
33,8,"bangkok, thailand",thai12,,female,2175,tajikistan,FALSE,tajiki,3,
69,7,"nakhon si thammarat, thailand",thai13,,female,2176,tajikistan,FALSE,tajiki,3,
39,10,"bangkok, thailand",thai14,,female,374,tibet,FALSE,tibetan,3,
19,7,"bangkok, thailand",thai15,,female,375,tibet,FALSE,tibetan,3,
20,10,"chiang mai, thailand",thai2,,female,376,india,FALSE,tibetan,3,
22,4,"bangkok, thailand",thai3,,female,392,china,FALSE,uyghur,3,
23,7,"songkhla, thailand",thai4,,female,826,china,FALSE,uyghur,3,
25,10,"bangkok, thailand",thai5,,female,1703,china,FALSE,uyghur,3,
27,11,"sukhothai, thailand",thai6,,male,1675,usa,TRUE,hawai'i,2,
26,10,"phrae, thailand",thai7,,female,1676,usa,TRUE,hawai'i,2,
37,25,"bangkok, thailand",thai8,,female,1771,liberia,TRUE,liberian,2,
18,6,"bangkok, thailand",thai9,,female,2141,liberia,TRUE,liberian,2,
26,13,"lhasa, tibet",tibetan1,,male,601,morocco,FALSE,amazigh,2,
41,35,"khamba, tibet",tibetan2,,male,1498,morocco,FALSE,amazigh,2,
20,7,"mysore, india",tibetan3,,male,26,cameroon,FALSE,bafang,2,
25,17,"adigrat, ethiopia",tigrigna1,,male,992,cameroon,FALSE,bafang,2,
23,20,"asmara, eritrea",tigrigna2,,male,1029,sudan,FALSE,bari,2,
44,7,"asmara, eritrea",tigrigna3,,male,1030,sudan,FALSE,bari,2,
52,14,"asmara, eritrea",tigrigna4,,female,32,spain,FALSE,basque,2,
45,10,"asmara, eritrea",tigrigna5,,male,33,spain,FALSE,basque,2,
58,15,"adigrat, ethiopia",tigrigna6,,female,687,germany,FALSE,bavarian,2,
37,7,"asmara, eritrea",tigrigna7,,female,1045,germany,FALSE,bavarian,2,
35,7,"asmara, eritrea",tigrigna8,,female,758,myanmar,FALSE,burmese,2,
31,7,"kalamare, botswana",tswana1,,male,1568,myanmar,FALSE,burmese,2,
32,6,"lobatse, botswana",tswana2,,male,1251,iraq,FALSE,chaldean,2,
27,26,"bingol, turkey",turkish1,,female,1299,iraq,FALSE,chaldean,2,
27,11,"ankara, turkey",turkish10,,male,165,ghana,FALSE,ewe,2,
24,23,"kocaeli, turkey",turkish11,,female,975,ghana,FALSE,ewe,2,
25,20,"giresun, turkey",turkish12,,male,1068,philippines,FALSE,filipino,2,
18,3,"istanbul, turkey",turkish13,,female,1500,philippines,FALSE,filipino,2,
23,6,"istanbul, turkey",turkish14,,female,580,uganda,FALSE,ganda,2,
18,10,"ankara, turkey",turkish15,,male,1369,uganda,FALSE,ganda,2,
25,12,"kars, turkey",turkish16,,female,1756,belize,FALSE,garifuna,2,
31,6,"ankara, turkey",turkish17,,male,1757,honduras,FALSE,garifuna,2,
27,9,"stuttgart, germany",turkish18,,male,201,kenya,FALSE,gusii,2,
25,18,"istanbul, turkey",turkish19,,male,1153,kenya,FALSE,gusii,2,
24,16,"ankara, turkey",turkish2,,male,1022,ethiopia,FALSE,hadiyya,2,
19,9,"kocaeli, turkey",turkish20,,male,1032,ethiopia,FALSE,hadiyya,2,
18,4,"istanbul, turkey",turkish21,,male,2044,laos,FALSE,hmong,2,
23,6,"istanbul, turkey",turkish22,,male,2045,laos,FALSE,hmong,2,
37,11,"adana, turkey",turkish23,,male,464,usa,FALSE,kikongo,2,
31,12,"istanbul, turkey",turkish24,,male,1031,angola,FALSE,kikongo,2,
32,26,"kars, turkey",turkish25,,male,252,kenya,FALSE,luo,2,
45,22,"sivas, turkey",turkish26,,female,484,kenya,FALSE,luo,2,
18,7,"istanbul, turkey",turkish27,,female,409,malta,FALSE,maltese,2,
24,4,"istanbul, turkey",turkish28,,female,1359,malta,FALSE,maltese,2,
21,11,"ankara, turkey",turkish29,,male,266,mauritius,FALSE,mauritian,2,
27,12,"adana, turkey",turkish3,,male,1935,mauritius,FALSE,mauritian,2,
24,11,"izmir, turkey",turkish30,,male,581,cameroon,FALSE,ngemba,2,
24,11,"diyarbakir, turkey",turkish31,,female,1871,cameroon,FALSE,ngemba,2,
24,11,"diyarbakir, turkey",turkish32,,male,475,india,FALSE,oriya,2,
24,11,"diyarbakir, turkey",turkish33,,male,1084,india,FALSE,oriya,2,
